,xc,yc,radius,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67,x68,y68,x69,y69,x70,y70,x71,y71,x72,y72,x73,y73,x74,y74,x75,y75,x76,y76,x77,y77,x78,y78,x79,y79,x80,y80
1489,10,5,32,11,37,9,37,11,-27,9,-27,42,6,-22,6,42,4,42,4,12,37,8,37,12,-27,8,-27,42,7,-22,7,42,3,42,3,13,37,7,37,13,-27,7,-27,42,8,-22,8,42,2,42,2,14,37,6,37,14,-27,6,-27,42,9,-22,9,42,1,42,1,15,36,5,36,15,-26,5,-26,41,10,-21,10,41,0,41,0,16,36,4,36,16,-26,4,-26,41,11,-21,11,41,-1,41,-1,17,36,3,36,17,-26,3,-26,41,12,-21,12,41,-2,41,-2,18,36,2,36,18,-26,2,-26,41,13,-21,13,41,-3,41,-3,19,35,1,35,19,-25,1,-25,40,14,-20,14,40,-4,40,-4,20,35,0,35,20,-25,0,-25,40,15,-20,15,40,-5,40,-5
1490,9,3,42,10,45,8,45,10,-39,8,-39,51,4,-33,4,51,2,51,2,11,45,7,45,11,-39,7,-39,51,5,-33,5,51,1,51,1,12,45,6,45,12,-39,6,-39,51,6,-33,6,51,0,51,0,13,45,5,45,13,-39,5,-39,51,7,-33,7,51,-1,51,-1,14,45,4,45,14,-39,4,-39,51,8,-33,8,51,-2,51,-2,15,44,3,44,15,-38,3,-38,50,9,-32,9,50,-3,50,-3,16,44,2,44,16,-38,2,-38,50,10,-32,10,50,-4,50,-4,17,44,1,44,17,-38,1,-38,50,11,-32,11,50,-5,50,-5,18,44,0,44,18,-38,0,-38,50,12,-32,12,50,-6,50,-6,19,44,-1,44,19,-38,-1,-38,50,13,-32,13,50,-7,50,-7
1491,15,3,21,16,24,14,24,16,-18,14,-18,36,4,-6,4,36,2,36,2,17,24,13,24,17,-18,13,-18,36,5,-6,5,36,1,36,1,18,24,12,24,18,-18,12,-18,36,6,-6,6,36,0,36,0,19,23,11,23,19,-17,11,-17,35,7,-5,7,35,-1,35,-1,20,23,10,23,20,-17,10,-17,35,8,-5,8,35,-2,35,-2,21,23,9,23,21,-17,9,-17,35,9,-5,9,35,-3,35,-3,22,22,8,22,22,-16,8,-16,34,10,-4,10,34,-4,34,-4,23,22,7,22,23,-16,7,-16,34,11,-4,11,34,-5,34,-5,24,21,6,21,24,-15,6,-15,33,12,-3,12,33,-6,33,-6,25,21,5,21,25,-15,5,-15,33,13,-3,13,33,-7,33,-7
1492,3,4,45,4,49,2,49,4,-41,2,-41,48,5,-42,5,48,3,48,3,5,49,1,49,5,-41,1,-41,48,6,-42,6,48,2,48,2,6,49,0,49,6,-41,0,-41,48,7,-42,7,48,1,48,1,7,49,-1,49,7,-41,-1,-41,48,8,-42,8,48,0,48,0,8,49,-2,49,8,-41,-2,-41,48,9,-42,9,48,-1,48,-1,9,48,-3,48,9,-40,-3,-40,47,10,-41,10,47,-2,47,-2,10,48,-4,48,10,-40,-4,-40,47,11,-41,11,47,-3,47,-3,11,48,-5,48,11,-40,-5,-40,47,12,-41,12,47,-4,47,-4,12,48,-6,48,12,-40,-6,-40,47,13,-41,13,47,-5,47,-5,13,48,-7,48,13,-40,-7,-40,47,14,-41,14,47,-6,47,-6
1493,14,12,28,15,40,13,40,15,-16,13,-16,42,13,-14,13,42,11,42,11,16,40,12,40,16,-16,12,-16,42,14,-14,14,42,10,42,10,17,40,11,40,17,-16,11,-16,42,15,-14,15,42,9,42,9,18,40,10,40,18,-16,10,-16,42,16,-14,16,42,8,42,8,19,39,9,39,19,-15,9,-15,41,17,-13,17,41,7,41,7,20,39,8,39,20,-15,8,-15,41,18,-13,18,41,6,41,6,21,39,7,39,21,-15,7,-15,41,19,-13,19,41,5,41,5,22,39,6,39,22,-15,6,-15,41,20,-13,20,41,4,41,4,23,38,5,38,23,-14,5,-14,40,21,-12,21,40,3,40,3,24,38,4,38,24,-14,4,-14,40,22,-12,22,40,2,40,2
1494,14,8,38,15,46,13,46,15,-30,13,-30,52,9,-24,9,52,7,52,7,16,46,12,46,16,-30,12,-30,52,10,-24,10,52,6,52,6,17,46,11,46,17,-30,11,-30,52,11,-24,11,52,5,52,5,18,46,10,46,18,-30,10,-30,52,12,-24,12,52,4,52,4,19,46,9,46,19,-30,9,-30,52,13,-24,13,52,3,52,3,20,45,8,45,20,-29,8,-29,51,14,-23,14,51,2,51,2,21,45,7,45,21,-29,7,-29,51,15,-23,15,51,1,51,1,22,45,6,45,22,-29,6,-29,51,16,-23,16,51,0,51,0,23,45,5,45,23,-29,5,-29,51,17,-23,17,51,-1,51,-1,24,44,4,44,24,-28,4,-28,50,18,-22,18,50,-2,50,-2
1495,14,1,22,15,23,13,23,15,-21,13,-21,36,2,-8,2,36,0,36,0,16,23,12,23,16,-21,12,-21,36,3,-8,3,36,-1,36,-1,17,23,11,23,17,-21,11,-21,36,4,-8,4,36,-2,36,-2,18,22,10,22,18,-20,10,-20,35,5,-7,5,35,-3,35,-3,19,22,9,22,19,-20,9,-20,35,6,-7,6,35,-4,35,-4,20,22,8,22,20,-20,8,-20,35,7,-7,7,35,-5,35,-5,21,22,7,22,21,-20,7,-20,35,8,-7,8,35,-6,35,-6,22,21,6,21,22,-19,6,-19,34,9,-6,9,34,-7,34,-7,23,21,5,21,23,-19,5,-19,34,10,-6,10,34,-8,34,-8,24,20,4,20,24,-18,4,-18,33,11,-5,11,33,-9,33,-9
1496,2,7,26,3,33,1,33,3,-19,1,-19,28,8,-24,8,28,6,28,6,4,33,0,33,4,-19,0,-19,28,9,-24,9,28,5,28,5,5,33,-1,33,5,-19,-1,-19,28,10,-24,10,28,4,28,4,6,33,-2,33,6,-19,-2,-19,28,11,-24,11,28,3,28,3,7,32,-3,32,7,-18,-3,-18,27,12,-23,12,27,2,27,2,8,32,-4,32,8,-18,-4,-18,27,13,-23,13,27,1,27,1,9,32,-5,32,9,-18,-5,-18,27,14,-23,14,27,0,27,0,10,31,-6,31,10,-17,-6,-17,26,15,-22,15,26,-1,26,-1,11,31,-7,31,11,-17,-7,-17,26,16,-22,16,26,-2,26,-2,12,31,-8,31,12,-17,-8,-17,26,17,-22,17,26,-3,26,-3
1497,10,3,31,11,34,9,34,11,-28,9,-28,41,4,-21,4,41,2,41,2,12,34,8,34,12,-28,8,-28,41,5,-21,5,41,1,41,1,13,34,7,34,13,-28,7,-28,41,6,-21,6,41,0,41,0,14,34,6,34,14,-28,6,-28,41,7,-21,7,41,-1,41,-1,15,33,5,33,15,-27,5,-27,40,8,-20,8,40,-2,40,-2,16,33,4,33,16,-27,4,-27,40,9,-20,9,40,-3,40,-3,17,33,3,33,17,-27,3,-27,40,10,-20,10,40,-4,40,-4,18,33,2,33,18,-27,2,-27,40,11,-20,11,40,-5,40,-5,19,32,1,32,19,-26,1,-26,39,12,-19,12,39,-6,39,-6,20,32,0,32,20,-26,0,-26,39,13,-19,13,39,-7,39,-7
1498,8,7,29,9,36,7,36,9,-22,7,-22,37,8,-21,8,37,6,37,6,10,36,6,36,10,-22,6,-22,37,9,-21,9,37,5,37,5,11,36,5,36,11,-22,5,-22,37,10,-21,10,37,4,37,4,12,36,4,36,12,-22,4,-22,37,11,-21,11,37,3,37,3,13,35,3,35,13,-21,3,-21,36,12,-20,12,36,2,36,2,14,35,2,35,14,-21,2,-21,36,13,-20,13,36,1,36,1,15,35,1,35,15,-21,1,-21,36,14,-20,14,36,0,36,0,16,35,0,35,16,-21,0,-21,36,15,-20,15,36,-1,36,-1,17,34,-1,34,17,-20,-1,-20,35,16,-19,16,35,-2,35,-2,18,34,-2,34,18,-20,-2,-20,35,17,-19,17,35,-3,35,-3
1499,3,10,42,4,52,2,52,4,-32,2,-32,45,11,-39,11,45,9,45,9,5,52,1,52,5,-32,1,-32,45,12,-39,12,45,8,45,8,6,52,0,52,6,-32,0,-32,45,13,-39,13,45,7,45,7,7,52,-1,52,7,-32,-1,-32,45,14,-39,14,45,6,45,6,8,52,-2,52,8,-32,-2,-32,45,15,-39,15,45,5,45,5,9,51,-3,51,9,-31,-3,-31,44,16,-38,16,44,4,44,4,10,51,-4,51,10,-31,-4,-31,44,17,-38,17,44,3,44,3,11,51,-5,51,11,-31,-5,-31,44,18,-38,18,44,2,44,2,12,51,-6,51,12,-31,-6,-31,44,19,-38,19,44,1,44,1,13,51,-7,51,13,-31,-7,-31,44,20,-38,20,44,0,44,0
1500,6,11,23,7,34,5,34,7,-12,5,-12,29,12,-17,12,29,10,29,10,8,34,4,34,8,-12,4,-12,29,13,-17,13,29,9,29,9,9,34,3,34,9,-12,3,-12,29,14,-17,14,29,8,29,8,10,34,2,34,10,-12,2,-12,29,15,-17,15,29,7,29,7,11,33,1,33,11,-11,1,-11,28,16,-16,16,28,6,28,6,12,33,0,33,12,-11,0,-11,28,17,-16,17,28,5,28,5,13,33,-1,33,13,-11,-1,-11,28,18,-16,18,28,4,28,4,14,32,-2,32,14,-10,-2,-10,27,19,-15,19,27,3,27,3,15,32,-3,32,15,-10,-3,-10,27,20,-15,20,27,2,27,2,16,31,-4,31,16,-9,-4,-9,26,21,-14,21,26,1,26,1
1501,6,11,27,7,38,5,38,7,-16,5,-16,33,12,-21,12,33,10,33,10,8,38,4,38,8,-16,4,-16,33,13,-21,13,33,9,33,9,9,38,3,38,9,-16,3,-16,33,14,-21,14,33,8,33,8,10,38,2,38,10,-16,2,-16,33,15,-21,15,33,7,33,7,11,37,1,37,11,-15,1,-15,32,16,-20,16,32,6,32,6,12,37,0,37,12,-15,0,-15,32,17,-20,17,32,5,32,5,13,37,-1,37,13,-15,-1,-15,32,18,-20,18,32,4,32,4,14,36,-2,36,14,-14,-2,-14,31,19,-19,19,31,3,31,3,15,36,-3,36,15,-14,-3,-14,31,20,-19,20,31,2,31,2,16,36,-4,36,16,-14,-4,-14,31,21,-19,21,31,1,31,1
1502,6,6,41,7,47,5,47,7,-35,5,-35,47,7,-35,7,47,5,47,5,8,47,4,47,8,-35,4,-35,47,8,-35,8,47,4,47,4,9,47,3,47,9,-35,3,-35,47,9,-35,9,47,3,47,3,10,47,2,47,10,-35,2,-35,47,10,-35,10,47,2,47,2,11,47,1,47,11,-35,1,-35,47,11,-35,11,47,1,47,1,12,46,0,46,12,-34,0,-34,46,12,-34,12,46,0,46,0,13,46,-1,46,13,-34,-1,-34,46,13,-34,13,46,-1,46,-1,14,46,-2,46,14,-34,-2,-34,46,14,-34,14,46,-2,46,-2,15,46,-3,46,15,-34,-3,-34,46,15,-34,15,46,-3,46,-3,16,46,-4,46,16,-34,-4,-34,46,16,-34,16,46,-4,46,-4
1503,3,4,33,4,37,2,37,4,-29,2,-29,36,5,-30,5,36,3,36,3,5,37,1,37,5,-29,1,-29,36,6,-30,6,36,2,36,2,6,37,0,37,6,-29,0,-29,36,7,-30,7,36,1,36,1,7,37,-1,37,7,-29,-1,-29,36,8,-30,8,36,0,36,0,8,36,-2,36,8,-28,-2,-28,35,9,-29,9,35,-1,35,-1,9,36,-3,36,9,-28,-3,-28,35,10,-29,10,35,-2,35,-2,10,36,-4,36,10,-28,-4,-28,35,11,-29,11,35,-3,35,-3,11,36,-5,36,11,-28,-5,-28,35,12,-29,12,35,-4,35,-4,12,35,-6,35,12,-27,-6,-27,34,13,-28,13,34,-5,34,-5,13,35,-7,35,13,-27,-7,-27,34,14,-28,14,34,-6,34,-6
1504,11,4,29,12,33,10,33,12,-25,10,-25,40,5,-18,5,40,3,40,3,13,33,9,33,13,-25,9,-25,40,6,-18,6,40,2,40,2,14,33,8,33,14,-25,8,-25,40,7,-18,7,40,1,40,1,15,33,7,33,15,-25,7,-25,40,8,-18,8,40,0,40,0,16,32,6,32,16,-24,6,-24,39,9,-17,9,39,-1,39,-1,17,32,5,32,17,-24,5,-24,39,10,-17,10,39,-2,39,-2,18,32,4,32,18,-24,4,-24,39,11,-17,11,39,-3,39,-3,19,32,3,32,19,-24,3,-24,39,12,-17,12,39,-4,39,-4,20,31,2,31,20,-23,2,-23,38,13,-16,13,38,-5,38,-5,21,31,1,31,21,-23,1,-23,38,14,-16,14,38,-6,38,-6
1505,13,1,45,14,46,12,46,14,-44,12,-44,58,2,-32,2,58,0,58,0,15,46,11,46,15,-44,11,-44,58,3,-32,3,58,-1,58,-1,16,46,10,46,16,-44,10,-44,58,4,-32,4,58,-2,58,-2,17,46,9,46,17,-44,9,-44,58,5,-32,5,58,-3,58,-3,18,46,8,46,18,-44,8,-44,58,6,-32,6,58,-4,58,-4,19,45,7,45,19,-43,7,-43,57,7,-31,7,57,-5,57,-5,20,45,6,45,20,-43,6,-43,57,8,-31,8,57,-6,57,-6,21,45,5,45,21,-43,5,-43,57,9,-31,9,57,-7,57,-7,22,45,4,45,22,-43,4,-43,57,10,-31,10,57,-8,57,-8,23,45,3,45,23,-43,3,-43,57,11,-31,11,57,-9,57,-9
1506,7,5,32,8,37,6,37,8,-27,6,-27,39,6,-25,6,39,4,39,4,9,37,5,37,9,-27,5,-27,39,7,-25,7,39,3,39,3,10,37,4,37,10,-27,4,-27,39,8,-25,8,39,2,39,2,11,37,3,37,11,-27,3,-27,39,9,-25,9,39,1,39,1,12,36,2,36,12,-26,2,-26,38,10,-24,10,38,0,38,0,13,36,1,36,13,-26,1,-26,38,11,-24,11,38,-1,38,-1,14,36,0,36,14,-26,0,-26,38,12,-24,12,38,-2,38,-2,15,36,-1,36,15,-26,-1,-26,38,13,-24,13,38,-3,38,-3,16,35,-2,35,16,-25,-2,-25,37,14,-23,14,37,-4,37,-4,17,35,-3,35,17,-25,-3,-25,37,15,-23,15,37,-5,37,-5
1507,2,4,44,3,48,1,48,3,-40,1,-40,46,5,-42,5,46,3,46,3,4,48,0,48,4,-40,0,-40,46,6,-42,6,46,2,46,2,5,48,-1,48,5,-40,-1,-40,46,7,-42,7,46,1,46,1,6,48,-2,48,6,-40,-2,-40,46,8,-42,8,46,0,46,0,7,48,-3,48,7,-40,-3,-40,46,9,-42,9,46,-1,46,-1,8,47,-4,47,8,-39,-4,-39,45,10,-41,10,45,-2,45,-2,9,47,-5,47,9,-39,-5,-39,45,11,-41,11,45,-3,45,-3,10,47,-6,47,10,-39,-6,-39,45,12,-41,12,45,-4,45,-4,11,47,-7,47,11,-39,-7,-39,45,13,-41,13,45,-5,45,-5,12,47,-8,47,12,-39,-8,-39,45,14,-41,14,45,-6,45,-6
1508,3,12,24,4,36,2,36,4,-12,2,-12,27,13,-21,13,27,11,27,11,5,36,1,36,5,-12,1,-12,27,14,-21,14,27,10,27,10,6,36,0,36,6,-12,0,-12,27,15,-21,15,27,9,27,9,7,36,-1,36,7,-12,-1,-12,27,16,-21,16,27,8,27,8,8,35,-2,35,8,-11,-2,-11,26,17,-20,17,26,7,26,7,9,35,-3,35,9,-11,-3,-11,26,18,-20,18,26,6,26,6,10,35,-4,35,10,-11,-4,-11,26,19,-20,19,26,5,26,5,11,34,-5,34,11,-10,-5,-10,25,20,-19,20,25,4,25,4,12,34,-6,34,12,-10,-6,-10,25,21,-19,21,25,3,25,3,13,33,-7,33,13,-9,-7,-9,24,22,-18,22,24,2,24,2
1509,8,11,26,9,37,7,37,9,-15,7,-15,34,12,-18,12,34,10,34,10,10,37,6,37,10,-15,6,-15,34,13,-18,13,34,9,34,9,11,37,5,37,11,-15,5,-15,34,14,-18,14,34,8,34,8,12,37,4,37,12,-15,4,-15,34,15,-18,15,34,7,34,7,13,36,3,36,13,-14,3,-14,33,16,-17,16,33,6,33,6,14,36,2,36,14,-14,2,-14,33,17,-17,17,33,5,33,5,15,36,1,36,15,-14,1,-14,33,18,-17,18,33,4,33,4,16,35,0,35,16,-13,0,-13,32,19,-16,19,32,3,32,3,17,35,-1,35,17,-13,-1,-13,32,20,-16,20,32,2,32,2,18,35,-2,35,18,-13,-2,-13,32,21,-16,21,32,1,32,1
1510,4,1,45,5,46,3,46,5,-44,3,-44,49,2,-41,2,49,0,49,0,6,46,2,46,6,-44,2,-44,49,3,-41,3,49,-1,49,-1,7,46,1,46,7,-44,1,-44,49,4,-41,4,49,-2,49,-2,8,46,0,46,8,-44,0,-44,49,5,-41,5,49,-3,49,-3,9,46,-1,46,9,-44,-1,-44,49,6,-41,6,49,-4,49,-4,10,45,-2,45,10,-43,-2,-43,48,7,-40,7,48,-5,48,-5,11,45,-3,45,11,-43,-3,-43,48,8,-40,8,48,-6,48,-6,12,45,-4,45,12,-43,-4,-43,48,9,-40,9,48,-7,48,-7,13,45,-5,45,13,-43,-5,-43,48,10,-40,10,48,-8,48,-8,14,45,-6,45,14,-43,-6,-43,48,11,-40,11,48,-9,48,-9
1511,15,11,32,16,43,14,43,16,-21,14,-21,47,12,-17,12,47,10,47,10,17,43,13,43,17,-21,13,-21,47,13,-17,13,47,9,47,9,18,43,12,43,18,-21,12,-21,47,14,-17,14,47,8,47,8,19,43,11,43,19,-21,11,-21,47,15,-17,15,47,7,47,7,20,42,10,42,20,-20,10,-20,46,16,-16,16,46,6,46,6,21,42,9,42,21,-20,9,-20,46,17,-16,17,46,5,46,5,22,42,8,42,22,-20,8,-20,46,18,-16,18,46,4,46,4,23,42,7,42,23,-20,7,-20,46,19,-16,19,46,3,46,3,24,41,6,41,24,-19,6,-19,45,20,-15,20,45,2,45,2,25,41,5,41,25,-19,5,-19,45,21,-15,21,45,1,45,1
1512,10,1,37,11,38,9,38,11,-36,9,-36,47,2,-27,2,47,0,47,0,12,38,8,38,12,-36,8,-36,47,3,-27,3,47,-1,47,-1,13,38,7,38,13,-36,7,-36,47,4,-27,4,47,-2,47,-2,14,38,6,38,14,-36,6,-36,47,5,-27,5,47,-3,47,-3,15,38,5,38,15,-36,5,-36,47,6,-27,6,47,-4,47,-4,16,37,4,37,16,-35,4,-35,46,7,-26,7,46,-5,46,-5,17,37,3,37,17,-35,3,-35,46,8,-26,8,46,-6,46,-6,18,37,2,37,18,-35,2,-35,46,9,-26,9,46,-7,46,-7,19,37,1,37,19,-35,1,-35,46,10,-26,10,46,-8,46,-8,20,36,0,36,20,-34,0,-34,45,11,-25,11,45,-9,45,-9
1513,3,11,28,4,39,2,39,4,-17,2,-17,31,12,-25,12,31,10,31,10,5,39,1,39,5,-17,1,-17,31,13,-25,13,31,9,31,9,6,39,0,39,6,-17,0,-17,31,14,-25,14,31,8,31,8,7,39,-1,39,7,-17,-1,-17,31,15,-25,15,31,7,31,7,8,38,-2,38,8,-16,-2,-16,30,16,-24,16,30,6,30,6,9,38,-3,38,9,-16,-3,-16,30,17,-24,17,30,5,30,5,10,38,-4,38,10,-16,-4,-16,30,18,-24,18,30,4,30,4,11,38,-5,38,11,-16,-5,-16,30,19,-24,19,30,3,30,3,12,37,-6,37,12,-15,-6,-15,29,20,-23,20,29,2,29,2,13,37,-7,37,13,-15,-7,-15,29,21,-23,21,29,1,29,1
1514,14,4,27,15,31,13,31,15,-23,13,-23,41,5,-13,5,41,3,41,3,16,31,12,31,16,-23,12,-23,41,6,-13,6,41,2,41,2,17,31,11,31,17,-23,11,-23,41,7,-13,7,41,1,41,1,18,31,10,31,18,-23,10,-23,41,8,-13,8,41,0,41,0,19,30,9,30,19,-22,9,-22,40,9,-12,9,40,-1,40,-1,20,30,8,30,20,-22,8,-22,40,10,-12,10,40,-2,40,-2,21,30,7,30,21,-22,7,-22,40,11,-12,11,40,-3,40,-3,22,29,6,29,22,-21,6,-21,39,12,-11,12,39,-4,39,-4,23,29,5,29,23,-21,5,-21,39,13,-11,13,39,-5,39,-5,24,29,4,29,24,-21,4,-21,39,14,-11,14,39,-6,39,-6
1515,10,6,41,11,47,9,47,11,-35,9,-35,51,7,-31,7,51,5,51,5,12,47,8,47,12,-35,8,-35,51,8,-31,8,51,4,51,4,13,47,7,47,13,-35,7,-35,51,9,-31,9,51,3,51,3,14,47,6,47,14,-35,6,-35,51,10,-31,10,51,2,51,2,15,47,5,47,15,-35,5,-35,51,11,-31,11,51,1,51,1,16,46,4,46,16,-34,4,-34,50,12,-30,12,50,0,50,0,17,46,3,46,17,-34,3,-34,50,13,-30,13,50,-1,50,-1,18,46,2,46,18,-34,2,-34,50,14,-30,14,50,-2,50,-2,19,46,1,46,19,-34,1,-34,50,15,-30,15,50,-3,50,-3,20,46,0,46,20,-34,0,-34,50,16,-30,16,50,-4,50,-4
1516,10,6,27,11,33,9,33,11,-21,9,-21,37,7,-17,7,37,5,37,5,12,33,8,33,12,-21,8,-21,37,8,-17,8,37,4,37,4,13,33,7,33,13,-21,7,-21,37,9,-17,9,37,3,37,3,14,33,6,33,14,-21,6,-21,37,10,-17,10,37,2,37,2,15,32,5,32,15,-20,5,-20,36,11,-16,11,36,1,36,1,16,32,4,32,16,-20,4,-20,36,12,-16,12,36,0,36,0,17,32,3,32,17,-20,3,-20,36,13,-16,13,36,-1,36,-1,18,31,2,31,18,-19,2,-19,35,14,-15,14,35,-2,35,-2,19,31,1,31,19,-19,1,-19,35,15,-15,15,35,-3,35,-3,20,31,0,31,20,-19,0,-19,35,16,-15,16,35,-4,35,-4
1517,6,5,39,7,44,5,44,7,-34,5,-34,45,6,-33,6,45,4,45,4,8,44,4,44,8,-34,4,-34,45,7,-33,7,45,3,45,3,9,44,3,44,9,-34,3,-34,45,8,-33,8,45,2,45,2,10,44,2,44,10,-34,2,-34,45,9,-33,9,45,1,45,1,11,44,1,44,11,-34,1,-34,45,10,-33,10,45,0,45,0,12,43,0,43,12,-33,0,-33,44,11,-32,11,44,-1,44,-1,13,43,-1,43,13,-33,-1,-33,44,12,-32,12,44,-2,44,-2,14,43,-2,43,14,-33,-2,-33,44,13,-32,13,44,-3,44,-3,15,43,-3,43,15,-33,-3,-33,44,14,-32,14,44,-4,44,-4,16,42,-4,42,16,-32,-4,-32,43,15,-31,15,43,-5,43,-5
1518,1,13,23,2,36,0,36,2,-10,0,-10,24,14,-22,14,24,12,24,12,3,36,-1,36,3,-10,-1,-10,24,15,-22,15,24,11,24,11,4,36,-2,36,4,-10,-2,-10,24,16,-22,16,24,10,24,10,5,36,-3,36,5,-10,-3,-10,24,17,-22,17,24,9,24,9,6,35,-4,35,6,-9,-4,-9,23,18,-21,18,23,8,23,8,7,35,-5,35,7,-9,-5,-9,23,19,-21,19,23,7,23,7,8,35,-6,35,8,-9,-6,-9,23,20,-21,20,23,6,23,6,9,34,-7,34,9,-8,-7,-8,22,21,-20,21,22,5,22,5,10,34,-8,34,10,-8,-8,-8,22,22,-20,22,22,4,22,4,11,33,-9,33,11,-7,-9,-7,21,23,-19,23,21,3,21,3
1519,7,2,34,8,36,6,36,8,-32,6,-32,41,3,-27,3,41,1,41,1,9,36,5,36,9,-32,5,-32,41,4,-27,4,41,0,41,0,10,36,4,36,10,-32,4,-32,41,5,-27,5,41,-1,41,-1,11,36,3,36,11,-32,3,-32,41,6,-27,6,41,-2,41,-2,12,36,2,36,12,-32,2,-32,41,7,-27,7,41,-3,41,-3,13,35,1,35,13,-31,1,-31,40,8,-26,8,40,-4,40,-4,14,35,0,35,14,-31,0,-31,40,9,-26,9,40,-5,40,-5,15,35,-1,35,15,-31,-1,-31,40,10,-26,10,40,-6,40,-6,16,35,-2,35,16,-31,-2,-31,40,11,-26,11,40,-7,40,-7,17,34,-3,34,17,-30,-3,-30,39,12,-25,12,39,-8,39,-8
1520,13,8,32,14,40,12,40,14,-24,12,-24,45,9,-19,9,45,7,45,7,15,40,11,40,15,-24,11,-24,45,10,-19,10,45,6,45,6,16,40,10,40,16,-24,10,-24,45,11,-19,11,45,5,45,5,17,40,9,40,17,-24,9,-24,45,12,-19,12,45,4,45,4,18,39,8,39,18,-23,8,-23,44,13,-18,13,44,3,44,3,19,39,7,39,19,-23,7,-23,44,14,-18,14,44,2,44,2,20,39,6,39,20,-23,6,-23,44,15,-18,15,44,1,44,1,21,39,5,39,21,-23,5,-23,44,16,-18,16,44,0,44,0,22,38,4,38,22,-22,4,-22,43,17,-17,17,43,-1,43,-1,23,38,3,38,23,-22,3,-22,43,18,-17,18,43,-2,43,-2
1521,7,5,28,8,33,6,33,8,-23,6,-23,35,6,-21,6,35,4,35,4,9,33,5,33,9,-23,5,-23,35,7,-21,7,35,3,35,3,10,33,4,33,10,-23,4,-23,35,8,-21,8,35,2,35,2,11,33,3,33,11,-23,3,-23,35,9,-21,9,35,1,35,1,12,32,2,32,12,-22,2,-22,34,10,-20,10,34,0,34,0,13,32,1,32,13,-22,1,-22,34,11,-20,11,34,-1,34,-1,14,32,0,32,14,-22,0,-22,34,12,-20,12,34,-2,34,-2,15,32,-1,32,15,-22,-1,-22,34,13,-20,13,34,-3,34,-3,16,31,-2,31,16,-21,-2,-21,33,14,-19,14,33,-4,33,-4,17,31,-3,31,17,-21,-3,-21,33,15,-19,15,33,-5,33,-5
1522,3,6,25,4,31,2,31,4,-19,2,-19,28,7,-22,7,28,5,28,5,5,31,1,31,5,-19,1,-19,28,8,-22,8,28,4,28,4,6,31,0,31,6,-19,0,-19,28,9,-22,9,28,3,28,3,7,31,-1,31,7,-19,-1,-19,28,10,-22,10,28,2,28,2,8,30,-2,30,8,-18,-2,-18,27,11,-21,11,27,1,27,1,9,30,-3,30,9,-18,-3,-18,27,12,-21,12,27,0,27,0,10,30,-4,30,10,-18,-4,-18,27,13,-21,13,27,-1,27,-1,11,29,-5,29,11,-17,-5,-17,26,14,-20,14,26,-2,26,-2,12,29,-6,29,12,-17,-6,-17,26,15,-20,15,26,-3,26,-3,13,28,-7,28,13,-16,-7,-16,25,16,-19,16,25,-4,25,-4
1523,6,14,25,7,39,5,39,7,-11,5,-11,31,15,-19,15,31,13,31,13,8,39,4,39,8,-11,4,-11,31,16,-19,16,31,12,31,12,9,39,3,39,9,-11,3,-11,31,17,-19,17,31,11,31,11,10,39,2,39,10,-11,2,-11,31,18,-19,18,31,10,31,10,11,38,1,38,11,-10,1,-10,30,19,-18,19,30,9,30,9,12,38,0,38,12,-10,0,-10,30,20,-18,20,30,8,30,8,13,38,-1,38,13,-10,-1,-10,30,21,-18,21,30,7,30,7,14,37,-2,37,14,-9,-2,-9,29,22,-17,22,29,6,29,6,15,37,-3,37,15,-9,-3,-9,29,23,-17,23,29,5,29,5,16,36,-4,36,16,-8,-4,-8,28,24,-16,24,28,4,28,4
1524,3,4,21,4,25,2,25,4,-17,2,-17,24,5,-18,5,24,3,24,3,5,25,1,25,5,-17,1,-17,24,6,-18,6,24,2,24,2,6,25,0,25,6,-17,0,-17,24,7,-18,7,24,1,24,1,7,24,-1,24,7,-16,-1,-16,23,8,-17,8,23,0,23,0,8,24,-2,24,8,-16,-2,-16,23,9,-17,9,23,-1,23,-1,9,24,-3,24,9,-16,-3,-16,23,10,-17,10,23,-2,23,-2,10,23,-4,23,10,-15,-4,-15,22,11,-16,11,22,-3,22,-3,11,23,-5,23,11,-15,-5,-15,22,12,-16,12,22,-4,22,-4,12,22,-6,22,12,-14,-6,-14,21,13,-15,13,21,-5,21,-5,13,22,-7,22,13,-14,-7,-14,21,14,-15,14,21,-6,21,-6
